status,year,make,model,price,phone,seller,url,run_id,session,raw
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_114539,boattrader_private_seller_extraction,"Okay, let's see. I've been scrolling up and down the page multiple times trying to find the seller's contact information, but I haven't located a phone number yet. The current view shows the 'Still ha"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_114539,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_114539,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_114539,boattrader_private_seller_extraction,"Okay, let's see. I need to find the fourth boat listing to extract its details. The current view shows the first three listings, so I should scroll down to reveal more. The previous scroll actions did"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_114539,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_114539,boattrader_private_seller_extraction,VIABLE | Year
VIABLE,1997,Seawind,Holo3-35B-A3B (API),,,,,20260418_114539,boattrader_private_seller_extraction,"Okay, let's see. I've already processed six listings on this page, and the current view shows the 1997 Seawind 1000, which is the sixth listing. To find the seventh listing, I need to scroll down furt"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_085759,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_085759,boattrader_private_seller_extraction,"Okay, let's see. I'm currently in a contact form popup for Fillingham Yacht Sales, which means I accidentally clicked on a listing's contact button instead of the title text. The task requires me to e"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_085759,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_085759,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_085759,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_085759,boattrader_private_seller_extraction,"Okay, let's see. I've been scrolling multiple times but the page hasn't changed, which means I'm not making progress. I need to try a different approach. Looking at the current screen, I can see 3 boa"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_085759,boattrader_private_seller_extraction,I've been scrolling repeatedly without making progress. The current view shows listings but I need to scroll further to see more options. Let me continue scrolling down to reveal additional listings a
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_085759,boattrader_private_seller_extraction,"Okay, let's see. I need to find the eighth boat listing in the search results. The current view shows the footer of the page, which means I've already scrolled past the listings. Since the previous li"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_085759,boattrader_private_seller_extraction,"Okay, let's see. I've been scrolling down multiple times but haven't found the ninth listing yet. The current view shows the 'Still have a question?' section and 'Other Services' area, which means I'm"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_085759,boattrader_private_seller_extraction,SKIPPED | gallery trap
VIABLE,2026,Sun,Holo3-35B-A3B (API),,,,,20260418_085759,boattrader_private_seller_extraction,"Okay, let's see. I'm currently stuck in a photo gallery view showing '1 of 68' for a 2026 Sun Tracker, which means I accidentally clicked the boat photo instead of the title text. The previous steps i"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_085759,boattrader_private_seller_extraction,SKIPPED | gallery trap
VIABLE,2026,Sea,Holo3-35B-A3B (API),,,,,20260418_081047,bt_worker_2_page_3,"Okay, let's see. I'm currently on the detailed listing page for the 2026 Sea Hunt Ultra 234, and I need to find the phone number as part of the data extraction process. The visible section shows the b"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081047,bt_worker_2_page_3,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081039,bt_worker_1_page_2,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081039,bt_worker_1_page_2,VIABLE | Year
VIABLE,2021,Yamaha,Holo3-35B-A3B (API),,,,,20260418_081039,bt_worker_1_page_2,"Okay, let's see. I'm currently in a photo gallery trap after clicking the boat photo instead of the title text. The screen shows the 2021 Yamaha Boats 255 FSH image with a '1 of N' indicator, which me"
VIABLE,2006,Grand,Holo3-35B-A3B (API),,,,,20260418_081039,bt_worker_1_page_2,"Okay, let's see. I need to find the fourth boat listing on this page. The current view shows three listings: 2006 Grand Banks 47 Heritage, 2005 Custom Sail-Assisted Trawler, and 2019 Maverick 18 HPX-V"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081039,bt_worker_1_page_2,"Okay, let's see. I've already processed four listings on this page, and the current view shows the first four boat listings. The fifth listing isn't visible yet, so I need to scroll down to reveal mor"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_3_page_4,"I've been scrolling repeatedly without finding the phone number. The current view shows the Propulsion and Location sections, but no contact information. I need to continue scrolling down to find the "
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_3_page_4,"Okay, let's see. I'm currently on the Boat Trader research page, which shows articles about boating, not the search results with boat listings. The task requires extracting data from filtered search r"
VIABLE,2023,Sea,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_3_page_4,"Okay, let's see. I've already processed two listings on this page, and the current view shows the first two boat listings. The third listing is the 2023 Sea Fox 248 Commander, which is visible in the "
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_3_page_4,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081038,bt_worker_0_page_1,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,"Okay, let's see. I'm currently on the Boat Trader homepage, which means I've successfully navigated back to the search results page after processing the first listing. The task requires me to find the"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,SKIPPED | gallery trap
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,SKIPPED | gallery trap
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,"Okay, let's see. I've already processed four listings on this page, and the current view shows the first few boat listings. To find the fifth listing, I need to scroll down further to reveal more cont"
VIABLE,2016,Chaparral,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,"Okay, let's see. I'm currently stuck in a photo gallery view showing '1 of 42' for a 2016 Chaparral boat, which means I accidentally clicked on a boat photo instead of the title text. The previous ste"
VIABLE,2025,Valhalla,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,"Okay, let's see. I'm currently on a boat detail page for a 2025 Valhalla Boatworks V-55, but I need to return to the search results to find the seventh listing. The task requires me to extract data fr"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,SKIPPED | gallery trap
VIABLE,2019,Robalo,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,"Okay, let's see. I'm currently stuck in a photo gallery view showing '1 of 59' for the 2019 Robalo R317, which means I accidentally clicked the boat photo instead of the title text. The instructions c"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,"Okay, let's see. I've been scrolling down multiple times to find the 14th listing, but the current view still shows the footer and newsletter section, which means I haven't reached the listings yet. T"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,"Okay, let's see. I've already processed 14 listings on this page, and the current view only shows 3 more listings (15-17), but I need to confirm if the 15th is visible. The screenshot shows the 15th l"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,"Okay, let's see. I've already processed 15 listings on this page, and the current view still shows the first few listings. The task requires finding the 16th listing, which means I need to continue sc"
VIABLE,2016,Chaparral,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,"Okay, let's see. I've been trying to find the 17th listing by scrolling, but the current view still shows the first few listings like the 2016 Chaparral and 2026 Sea Pro. Since I need to reach the 17t"
VIABLE,2017,Boston,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,"Okay, let's see. I'm currently on a boat detail page for a 2017 Boston Whaler 330 Outrage, which means I've already clicked into a listing. The task requires me to extract data from the 18th listing, "
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_081050,bt_worker_4_page_5,"Okay, let's see. I've already processed 18 listings on this page, and the current view shows a single boat detail page with video content and a loan calculator. Since I need to find the #19 listing, I"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,SKIPPED | gallery trap
VIABLE,2018,May-Craft,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,"Okay, let's see. I need to extract the boat listing data from the filtered search results. The current view shows the 2018 May-Craft 2700 Pilot XL listing with its price and seller info, but I don't s"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,VIABLE | Year
VIABLE,2014,Canyon,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,"Okay, let's see. I'm currently stuck in a photo gallery view showing '1 of 38' for the 2014 Canyon Bay 24H, which means I accidentally clicked the boat photo instead of the title text. The task instru"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,SKIPPED | gallery trap
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,SKIPPED | gallery trap
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,VIABLE | Year
VIABLE,2014,Canyon,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,"Okay, let's see. I need to find the #11 listing card in the search results, but the current view only shows the 10th listing (2014 Canyon Bay 24H). Since the task requires scrolling past the first 10 "
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,VIABLE | Year
VIABLE,2018,Everglades,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,"Okay, let's see. I've already processed 12 listings on this page, and the current view shows the 13th listing (2018 Everglades 355 Center Console) with its details. However, the task requires me to sc"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,SKIPPED | gallery trap
VIABLE,2010,Regal,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,"Okay, let's see. I'm currently stuck in a photo gallery view of the 2010 Regal 2300 RX Bowrider, which is the 14th listing I was supposed to process. The screen shows the '1 of N' indicator, confirmin"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,SKIPPED | gallery trap
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,SKIPPED | gallery trap
VIABLE,2026,Freeman,Holo3-35B-A3B (API),,,,,20260418_072824,boattrader_private_seller_extraction,"Okay, let's see. I'm currently on the 2026 Freeman 37VH detail page, which means I must have clicked on a listing title from the search results. The task requires me to extract data from the 16th list"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_012436,boattrader_private_seller_leads,"Okay, let's see. I've been trying to find the seller's contact information on this boat listing page, but the phone number isn't visible yet. The current view shows the 'Boat Details' section with a '"
SKIP,,,Holo3-35B-A3B (API),,,,,20260418_012436,boattrader_private_seller_leads,"Okay, let's see. I've been trying to scroll down to find the second listing, but the previous scroll attempts didn't reveal any new content. The current view still shows the same section with the 'Sti"
SKIP,,,Holo3-35B-A3B (API),,,,,20260417_191927,bt_extract,VIABLE | Year
SKIP,,,Holo3-35B-A3B (API),,,,,20260417_191927,bt_extract,SKIPPED | gallery trap
SKIP,,,Holo3-35B-A3B (API),,,,,20260417_191927,bt_extract,"Okay, let's see. I need to process the second listing on the BoatTrader search results page. The current view shows the first listing, but the second one is partially visible below it. To properly acc"
SKIP,,,Holo3-35B-A3B (API),,,,,20260417_191927,bt_extract,"Okay, let's see. I've been trying to find the third listing on the BoatTrader page, but the previous scroll actions didn't reveal it yet. The current view still shows the first two listings, so I need"
SKIP,,,Holo3-35B-A3B (API),,,,,20260417_191927,bt_extract,VIABLE | Year
VIABLE,2023,Grady-White,Holo3-35B-A3B (API),,,,,20260417_191927,bt_extract,"Okay, let's see. I've been trying to find the fifth listing on the BoatTrader page, but after multiple scrolls, I still only see three listings. The current view shows the 2023 Grady-White Adventure 2"
SKIP,,,Holo3-35B-A3B (API),,,,,20260417_191927,bt_extract,"Okay, let's see. I need to process the sixth listing on the BoatTrader page. The current view shows a login popup blocking the listings, which means I can't see the sixth listing yet. The previous ste"
